show_id,type,release_year,genres,director,cast
s550,Movie,2016,Anime,Shinpei Miyashita,Tomo Muranaka
s552,Movie,2001,Comedy,Maury Thompson,Lucille Ball
s553,Movie,1999,Comedy,Maury Thompson,Lucille Ball
s554,TV Show,1967,Comedy,,Lucille Ball
s555,TV Show,2017,"Documentary, Drama, Unscripted",,Matthew Edward Lowe
s556,Movie,1990,"Drama, Kids",Richard Pearce,Sissy Spacek
s557,Movie,2009,Drama,Lynn Roth,Ido Port
s558,Movie,2015,"Animation, Kids",Mark Osborne,Jeff Bridges
s560,Movie,1941,"Drama, Romance",William Wyler,Bette Davis
s561,TV Show,1995,"Documentary, Special Interest",,Barry Paine
s562,Movie,1970,"Drama, Romance, Suspense",William Wyler,Lee J. Cobb
s564,TV Show,2019,"Romance, Science Fiction",,Lu Bai
s565,Movie,2020,"Documentary, Sports",Benjamin May,Lloyd Daniels
s566,Movie,2018,"Horror, Suspense",Andrew Jones,Jo Hart
s567,Movie,2018,Kids,Sean Patrick O'Reilly,Vanessa Williams
s569,Movie,2018,"Drama, Suspense",Piotr Szkopiak,Alex Pettyfer
s570,TV Show,2017,"Drama, Historical",,Matt Bomer
s571,Movie,2020,Documentary,Todd Nilssen,Liz Arnold
s572,Movie,2018,"Action, Science Fiction",Anthony C. Ferrante,Tara Reid
s573,TV Show,2017,"Drama, Historical, Military and War",,Jessie Buckley
s574,TV Show,2018,Drama,,Kevin Kline
s575,TV Show,2020,Documentary,,Conseulo 'Chatita' Berrellez
s576,Movie,1932,Drama,Samuel Bischoff,Howard Phillips
s577,Movie,2016,"Drama, Faith and Spirituality, Suspense",Isaac Halasima,Chadwick Hopson
s579,Movie,2019,"Arthouse, Arts, Entertainment, and Culture, Drama",Joe Talbot,Mike Epps
s580,Movie,2020,Documentary,Logan Bush,Dr. Mark Fairchild
s581,Movie,1948,"Drama, Suspense",Orson Welles,Rita Hayworth
s582,Movie,1961,Comedy,Jerry Lewis,Jerry Lewis
s583,Movie,2019,"Action, Adventure, Suspense",James Marsh,Michael Caine
s584,Movie,2020,"Drama, Romance",Lone Scherfig,Zoe Kazan
s585,TV Show,2014,"Documentary, Special Interest",,Pete Demeo
s586,Movie,2019,"Action, Suspense",Dan Krauss,Nat Wolff
s587,Movie,1941,"Action, Western",S. Roy Luby,"Ray ""Crash"" Corrigan"
s588,Movie,1979,"Action, Drama",Chang Cheh,Sun Chien
s589,Movie,1946,"Arts, Entertainment, and Culture, Comedy",Norman Z. McLeod,Danny Kaye
s590,TV Show,2016,Kids,,Sixx Orange
s591,TV Show,2015,Comedy,,Katherine Parkinson
s592,Movie,2015,"Action, Drama, Western",Daniel Barber,Brit Marling
s593,TV Show,2019,Comedy,,Dan Levy
s595,Movie,1949,"Drama, Suspense",Elmer Clifton,Milburn Stone
s596,Movie,2010,Drama,Derrick Borte,David Duchovny
s597,Movie,2004,"Action, Drama, Suspense",Kenny Golde,Daryl Hannah
s598,Movie,1980,Drama,Richard Fleischer,Neil Diamond
s599,Movie,1969,"Action, Comedy",Peter Collinson,Michael Caine
s600,TV Show,2017,"Documentary, Special Interest, Unscripted",,Bear Grylls
s601,Movie,1929,Adventure,Allan Dwan,DOUGLAS FAIRBANKS
s602,Movie,2019,"Arts, Entertainment, and Culture, Comedy, Special Interest","Derek Richards, Brad O'Connor",Derek Richards
s603,TV Show,2008,"Comedy, Drama",,Anthony Head
s604,Movie,2020,"Action, Suspense",Andrea Di Stefano,Rosamund Pike
s605,TV Show,2010,"Comedy, Drama",,Sanjeev Bhaskar
s606,TV Show,2010,"Comedy, Young Adult Audience",,Simon Bird
s607,Movie,2000,"Drama, Suspense",Mary Lambert,Susan Ward
s608,Movie,2014,"Documentary, Special Interest","David Alvarado, Jason Sussberg",Bill Andrews
s609,TV Show,2017,TV Shows,,10 singers from Real Girls Project
s610,Movie,2015,"Documentary, Drama, Sports",Matthew Wolfe,Mitch Mustain
s612,TV Show,2017,TV Shows,,Craig P. Bauer
s613,Movie,2017,"Drama, International",Bornila Chatterjee,Antonio Aakeel
s614,TV Show,2017,Special Interest,,Kieran Long
s615,Movie,2010,"Action, Special Interest",Iris Shim,Andrew Suh
s616,TV Show,1995,Drama,,Isla Blair
s618,Movie,2008,Comedy,Tom Putnam,Paris Hilton
s619,TV Show,2009,"Documentary, Special Interest",,George Clarke
s620,Movie,2018,Horror,Jeremy Lutter,Jessica McLeod
s622,TV Show,1981,Science Fiction,,Peter Jones
s623,Movie,2011,Drama,,Edmond O'Brien
s624,Movie,2012,Documentary,Ted Hallock,Al Capone
s625,Movie,2017,"Comedy, Drama",Brett Haley,Sam Elliot
s626,TV Show,2018,"Action, Documentary, Unscripted",,Pip Torrens
s628,Movie,2019,"Horror, Suspense",Daniel Farrands,Hilary Duff
s629,Movie,2006,"Action, Suspense",Sheldon Lettich,Jean-Claude Van Damme
s631,Movie,2016,Documentary,Paul Van Carter,Lenny McLean
s632,Movie,2011,Drama,,Glenn Ford
s633,Movie,2019,"Action, Drama",Steven Luke,Ron Perlman
s634,Movie,1935,Drama,"Arhtur Lubin, Arthur Lubin",Martha Sleeper
s635,TV Show,2021,Unscripted,,Richard Hammond
s637,TV Show,2017,"Kids, Special Interest, Unscripted",,Graeme Hawley
s638,TV Show,2020,"Comedy, Documentary, Sports",,Richard Hammond
s639,Movie,2015,Drama,David Batty,Selva Rasalingam
s640,Movie,2019,Documentary,"Michael Palmieri, Donal Mosher",Mx Justin Vivian Bond
s641,Movie,2005,"Arts, Entertainment, and Culture, Documentary, Music Videos and Concerts",Chet Brewster,Anthony Anderson
s642,TV Show,2017,TV Shows,,Kai Wiesinger
s643,Movie,2020,Documentary,David Yuzuk,David Yuzuk
s644,Movie,2016,"Drama, Science Fiction",Johannes Nyholm,Christian Andrén
s645,TV Show,2012,"Documentary, Drama, Unscripted",,De'Marco Arrington
s646,TV Show,2020,"Horror, Unscripted",,Rob Thompson
s647,Movie,2013,"Documentary, Drama",Rick Beyer,Peter Coyote
s648,Movie,1942,"Suspense, Western",William Witney,Roy Rogers
s649,TV Show,2020,"Animation, Kids",,Frank Welker
s650,Movie,1974,Drama,Karel Reisz,James Caan
s651,Movie,1976,"Comedy, Drama",Martin Ritt,Woody Allen
s652,TV Show,2018,TV Shows,,Teri Polo
s653,TV Show,2020,"Action, Drama, International",,Sharvari
s655,Movie,1990,"Arts, Entertainment, and Culture, Comedy, Romance",Greydon Clark,Laura Harring
s657,Movie,2011,Special Interest,David Sington,Andrew Luan
s659,Movie,2016,"Documentary, Special Interest",Kevin Knoblock,Newt Gingrich
s660,TV Show,2013,TV Shows,,Shawn John Smith
s661,TV Show,2019,TV Shows,,Adam III Lee
s662,Movie,1949,"Action, Romance, Western",George Waggner,John Wayne
s664,TV Show,2019,Drama,,Michelle Fairley
s665,TV Show,2002,Documentary,,James Kallstrom
s666,Movie,1940,Suspense,William Nigh,Boris Karloff
s667,Movie,2019,"Arthouse, Arts, Entertainment, and Culture, Comedy",Lulu Wang,Awkwafina
s668,Movie,2019,"Romance, Science Fiction",D.C. Hamilton,Gino Anthony Pesi
s669,Movie,1948,Western,William Witney,Roy Rogers
s671,TV Show,2016,"Drama, Suspense",,Gillian Anderson
s672,TV Show,2011,Drama,,Iain De Caestecker
s673,TV Show,2013,TV Shows,,Naomi Campbell
s675,Movie,2018,Documentary,Jeffrey Schwarz,Maxwell Caulfield
s676,Movie,2019,"Action, Comedy",Ken Scott,Dhanush
s677,TV Show,2021,"Action, Science Fiction",,Steven Strait
s679,TV Show,2017,Documentary,,Alisdair Simpson
s680,TV Show,2019,"Documentary, Special Interest",,Robert Whelan
s681,Movie,1966,"Documentary, Sports",Bruce Brown,Robert August
s683,TV Show,2017,TV Shows,,W. Michael Bunch
s684,Movie,1980,"Drama, Suspense",David Lynch,Anthony Hopkins
s685,Movie,1997,Drama,Richard Friedenberg,James Cromwell
s686,Movie,1925,"Action, Drama",Clarence Brown,Rudolph Valentino
s687,Movie,2015,Documentary,Peter Flynn,Bernie Anderson
s688,TV Show,2019,"Drama, Historical, International",,Keeley Hawes
s689,Movie,2011,"Action, Kids, Science Fiction",Mario Andreacchio,Sam Neill
s690,Movie,2008,"Drama, Suspense",Tony Randel,Sammi Davis
s691,Movie,2020,"Animation, Comedy, Kids",Aziz Jindani,Kenny Knox
s692,TV Show,1963,"Comedy, Kids",,Dick Van Dyke
s693,Movie,2019,"Horror, Suspense",Billy Senese,Shane Carruth
s694,Movie,2019,"Documentary, Faith and Spirituality, Special Interest",Michael McCaffrey,Jeff Reich
s695,Movie,2019,"Documentary, Faith and Spirituality, Special Interest",Michael McCaffrey,Jeff Reich
s696,Movie,1942,"Action, Military and War",Albert Herman,Anne Neagle
s697,TV Show,2014,"Animation, Kids",,Jamie Croft
s698,Movie,2020,"Action, Horror",Dan Bush,April Billingsley
s699,TV Show,2018,Young Adult Audience,,Kyan Zielinski
s701,Movie,2016,"Horror, Young Adult Audience",Andrew Jones,Nigel Barber
s703,Movie,2019,Horror,Matthew Currie Holmes,Evan Ross
s704,Movie,2018,"Documentary, Special Interest",M.A. Taylor,Jordan B. Peterson
s705,Movie,1973,"Horror, Science Fiction",Freddie Francis,Christopher Lee
s706,Movie,1944,Western,Joseph Kane,Roy Rogers
s707,Movie,1936,"Comedy, Drama, Romance","H.C. Potter, Stuart Heisler, William Wyler",Gary Cooper
s708,Movie,2009,Drama,Brian Jun,Gabriel Mann
s709,Movie,1956,"Action, Comedy","Melvin Frank, Norman Panama",Danny Kaye
s710,Movie,1940,Drama,Bernard Vorhaus,Jean Hersholt
s711,Movie,1975,Drama,David Greene,Richard Chamberlain
s712,Movie,2020,Documentary,Timothy A. Smith,Dick Gregory
s713,Movie,2020,"Action, Adventure, Drama",Ron Scalpello,Sam Claflin
s714,Movie,2005,Drama,Lewin Webb,Christian Slater
s715,Movie,1980,"Arts, Entertainment, and Culture, Drama, Romance",Joel Oliansky,Richard Dreyfuss
s716,Movie,2009,"Action, Horror, Suspense",Marcus Dunstan,Josh Stewart
s717,Movie,2019,Horror,Antony Smith,Rebecca Acock
s718,Movie,2014,"Drama, Romance",Terry Ingram,Michael Shanks
s720,Movie,2013,"Drama, Faith and Spirituality, Romance",John Stephenson,Hans Matheson
s723,TV Show,1972,Comedy,,Carol Burnett
s724,Movie,1950,Western,John Sturges,Lew Ayres
s725,Movie,2020,"Action, Animation, Kids","Brett Jubinville, Laurel Dalgleish",Andy Hayward
s726,Movie,2013,Special Interest,"Aaron Cadieux, Manny Famolare",Loren Coleman
s727,Movie,1955,"Action, Drama",Mark Robson,Grace Kelly
s728,Movie,2020,Documentary,Seth Breedlove,Linda Godfrey
s729,Movie,2019,Comedy,Mario Ribero Ferreira,Adriana Ricardo
s730,Movie,1992,Drama,John N. Smith,Henry Czerny
s731,TV Show,2020,Action,,Karl Urban
s732,TV Show,2015,Drama,,John McCook
s734,TV Show,2018,"Special Interest, Unscripted",,Scott Cam
s737,Movie,1991,Drama,Roy Battersby,Samantha Bond
s738,Movie,1948,"Comedy, Drama",Henry Koster,Cary Grant
s741,Movie,1949,"Action, Drama",Phil Karlson,Lon McCallister
s743,TV Show,1963,"Comedy, Kids",,Buddy Ebsen
s744,TV Show,1936,Comedy,,Moe Howard
s747,Movie,2016,Drama,Andrew Renzi,Richard Gere
s748,Movie,2007,Documentary,Louise Osmond,Joe Simpson
s749,Movie,1997,Comedy,Ken Kwapis,Fran Drescher
s750,Movie,1982,"Action, Fantasy, Science Fiction",Don Coscarelli,Marc Singer
s751,Movie,1985,Documentary,Malcolm Leo,Brian Wilson
s752,Movie,2000,"Drama, Sports",Rich Cowan,Peter Coyote
s753,Movie,2008,"Arts, Entertainment, and Culture, Comedy",Eran Kolirin,Sasson Gabai
s754,TV Show,2021,Suspense,,Brett Puryear
s755,TV Show,2013,TV Shows,,Ekaterina Vilkova
s757,Movie,2016,"Action, Suspense",Daniel Zirilli,Steven Seagal
s758,Movie,2019,"Action, Science Fiction",Mikkel Brænne Sandemose,Vebjørn Enger
s759,Movie,2008,"Action, Suspense",Josef Rusnak,Wesley Snipes
s762,Movie,1960,Science Fiction,Ib Melchior,Gerald Mohr
s763,Movie,2014,Documentary,Callie T. Wiser,Saloma Furlong
s764,Movie,2017,"Documentary, Faith and Spirituality",Joseph J Graber,Joseph J. Graber
s765,TV Show,2018,TV Shows,,Keri Russell
s766,TV Show,2016,"Arthouse, Arts, Entertainment, and Culture, Documentary",,Robert Redford
s767,TV Show,2015,"Drama, Special Interest, Unscripted",,James Marshall
s771,TV Show,2017,TV Shows,,Phil Keoghan
s772,Movie,1937,"Comedy, Drama",Alfred Zeisler,Cary Grant
s773,TV Show,2016,"Drama, Science Fiction",,Michael Socha
s774,Movie,1952,"Adventure, Drama, Military and War",John Huston,Humphrey Bogart
s775,Movie,1937,"Comedy, Drama",Ralph Staub,Walter Brennan
s778,Movie,1950,"Drama, Military and War",Albert S. Rogell,Edmond O'Brien
s779,TV Show,2016,Drama,,Christopher Eccleston
s780,Movie,2019,"Documentary, Drama, Sports","Luis Libran, Carl June",Iran Bakley
s781,Movie,1978,"Action, Adventure",Liu Chia-liang,Gordon Liu Chia-hui
s782,Movie,1941,Comedy,Ernst Lubitsc,Merle Oberon
s783,Movie,2015,"Documentary, Special Interest",Damon Gameau,Damon Gameau
s784,Movie,2020,Drama,Anubhav Sushila Sinha,Gracy Bitin Goswami
s785,Movie,2020,Drama,Anubhav Sushila Sinha,Gracy Bitin Goswami
s787,TV Show,2015,"Drama, Western",,Bill Paxton
s788,Movie,1943,Western,Joseph Kane,Trigger
s790,Movie,2016,Science Fiction,"Don Bitters, Geoff Reisner",Jason Tobias
s791,Movie,1946,"Drama, Suspense",Roy William Neill,Basil Rathbone
s792,Movie,2014,"Comedy, Drama, LGBTQ",Earl Goshorn,Christian Walker
s793,Movie,2014,"Anime, Kids",Mitsuru Hongo,Brian Beacock
s794,TV Show,2014,"Animation, Kids",,Johnny Yong Bosch
s795,Movie,2013,"Adventure, Drama",Brian Vance,Erik Estrada
s797,TV Show,2021,Drama,,Lily Rabe
s798,Movie,2019,Comedy,Sameh Zoabi,Lubna Azabal
s799,Movie,2014,"Comedy, International",Bauddhayan Mukherji,Suman Mukhopadhyay
s801,TV Show,2017,TV Shows,,Tyler Posey
s802,Movie,2015,"Comedy, Horror",Blaine Thurier,Jesse Carere
s810,Movie,2016,"Documentary, Special Interest",Eric Schwartz,Don Ed Hardy
s811,TV Show,1974,Unscripted,,Bert Convy
s812,Movie,1933,"Action, Adventure",Robert Hill,Buster Crabbe
s813,Movie,1958,Action,H. Bruce Humberstone,Gordon Scott
s815,TV Show,2021,Drama,,Saif Ali Khan
s817,Movie,2018,"Comedy, Drama, International",C S Amudhan,Shiva
s818,Movie,2006,Horror,Jeremy Haft,Jenna Dewan-Tatum
s820,TV Show,2020,Science Fiction,,Rebecca Hall
s821,Movie,2008,Comedy,Andrew Waller,Alona Tal
s822,TV Show,2020,TV Shows,,Russell Crowe
s823,Movie,2019,"Comedy, International, Young Adult Audience",Milind Zumber Kavde,Prathamesh Parab
s824,Movie,2017,"Animation, Kids","Enrique Gato, David Alonso",Oscar Barberan
s826,Movie,2017,"Music Videos and Concerts, Special Interest",,Steve's Bedroom Band
s827,Movie,2017,"Music Videos and Concerts, Special Interest",Mark Knight,Steves Bedroom Band
s828,Movie,2017,"Music Videos and Concerts, Special Interest",Mark Knight,Kimiko Ishizaka
s830,Movie,2019,Action,Surender Reddy,Chiranjeevi
s831,Movie,2019,Action,Surrender Reddy,Chiranjeevi
s832,Movie,2019,Action,Surrender Reddy,Chiranjeevi
s833,Movie,2019,Action,Surrender Reddy,Chiranjeevi
s835,Movie,1944,"Arts, Entertainment, and Culture, Drama",Sam Newfield,Martha Tilton
s838,TV Show,2018,Comedy,,Peter Stormare
s841,TV Show,2014,Unscripted,,Jeff Probst
s842,TV Show,2018,Documentary,,Shaun Dooley
s843,TV Show,2014,Special Interest,,Christian Jessen
s845,TV Show,2000,Unscripted,,David Ruprecht
s846,TV Show,2013,Special Interest,,Liev Schreiber
s847,Movie,2008,"Documentary, Special Interest",Rick Rosenthal,David Attenborough
s848,TV Show,2015,"Animation, Faith and Spirituality, Kids",,Shannon Chan-Kent
s849,Movie,2019,"Comedy, Documentary, Special Interest",Morgan Spurlock,Morgan Spurlock
s850,Movie,2004,Special Interest,Morgan Spurlock,Morgan Spurlock
s857,Movie,2002,"Arthouse, Drama, Romance",John Sayles,Angela Bassett
s860,Movie,2002,"Documentary, Special Interest",Michael Dominic,Michael Dominic
s861,Movie,1942,Western,REEL,Roy Rogers
s863,Movie,1979,"Action, Drama",Timothy Galfas,John Lansing
s865,Movie,1935,Western,Robert N. Bradbury,Bob Steele
s866,Movie,1941,"Drama, Military and War",Henry Hathaway,Bruce Cabot
s867,TV Show,2020,Special Interest,,Robert Morales
s868,TV Show,2019,Drama,,Gabriel Macht
s869,Movie,2001,"Action, Drama, Horror","Raoul W. Heimrich, Yvonne Wunschel",Markus H. Eberhard
s870,Movie,2018,"Drama, International",Sharat Katariya,Anushka Sharma
s871,Movie,2020,"Drama, Romance",Naranippuzha Shanavas,Jayasurya
s872,TV Show,2021,"Documentary, Special Interest, Sports",,Travis Pastrana
s873,Movie,2019,"Drama, International",Punit Malhotra,Tiger Shroff
s874,Movie,2006,"Action, Suspense",Daniel Millican,Lou Diamond Phillips
s875,TV Show,2016,"Documentary, Special Interest",,Alonzo Williams
s876,Movie,2013,"Arts, Entertainment, and Culture, Drama","Dania Pasquini, Max Giwa",Nichola Burley
s877,Movie,1955,"Action, Drama",Anthony Mann,James Stewart
s878,Movie,2008,"Action, Young Adult Audience",Fred Wolf,Steve Zahn
s879,TV Show,2005,TV Shows,,Flavor Flav
s880,TV Show,2015,"Drama, Western",,Cara Gee
s881,Movie,1940,Western,Sam Newfield,Tim McCoy
s883,Movie,2019,"Drama, Faith and Spirituality, Kids",Shawn Seet,Jai Courtney
s884,TV Show,2012,TV Shows,,Walt Cade
s885,TV Show,2014,Unscripted,,Don Reinhart
s886,TV Show,2013,TV Shows,,Joe Pauletich
s888,Movie,1984,"Documentary, Music Videos and Concerts",Jonathan Demme,David Byrne
s889,Movie,2012,"Comedy, Horror",Conor McMahon,Ross Noble
s891,Movie,2013,"Arthouse, Drama",Michael McGowan,James Cromwell
s892,Movie,1988,Comedy,Catlin Adams,Melanie Mayron
s894,TV Show,2010,"Documentary, Special Interest",,Steven Seagal
s895,Movie,2020,"Arts, Entertainment, and Culture",Rick Cikowski,Steve Treviño
s896,Movie,2015,"Arts, Entertainment, and Culture, Documentary",Steve Hofstetter,Steve Hofstetter
s897,Movie,2010,"Arts, Entertainment, and Culture, Comedy, Special Interest",Manny Rodriguez,Steve Byrne
s898,TV Show,2012,"Documentary, Special Interest, Unscripted",,Stephen Fry
s899,Movie,1989,"Horror, Suspense",Jeff Burr,Terry O'Quinn
s900,Movie,1935,"Action, Drama",Harry S. Webb,Richard Talmadge
s901,Movie,1937,"Drama, Romance",King Vidor,Barbara Stanwyck
s902,Movie,2007,"Documentary, Sports",Mark Obenhaus,Bill Briggs
s904,TV Show,2003,TV Shows,,Niamh Cusack
s906,TV Show,2001,"Drama, Science Fiction, Special Interest",,Kate Mulgrew
s907,TV Show,1994,"Drama, Science Fiction, Special Interest",,Patrick Stewart
s908,TV Show,2005,Science Fiction,,Scott Bakula
s909,TV Show,1999,"Drama, Science Fiction, Special Interest",,Avery Brooks
s910,TV Show,1969,"Action, Adventure, Science Fiction",,Walter Koenig
s911,TV Show,1969,Science Fiction,,Leonard Nimoy
s912,Movie,2021,Documentary,Derek Wayne Johnson,Frank Stallone
s913,TV Show,2008,TV Shows,,Dr. Lorraine Sheridan
s917,Movie,1939,"Adventure, Drama, Western",John Ford,John Wayne
s918,Movie,1943,"Arts, Entertainment, and Culture, Comedy, Military and War",Frank Borzage,Judith Anderson
s919,Movie,1947,Western,William Witney,Roy Rogers
s920,Movie,2007,Drama,Uri Barbash,Katarzyna Al Abbas
s921,Movie,1941,"Comedy, Horror",Phil Rosen,Bela Lugosi
s922,TV Show,2009,Kids,,Tom Kenny
s924,TV Show,2010,TV Shows,,Claudia Karvan
s925,Movie,1993,"Drama, Kids",Michael J.F. Scott,Graham Greene
s927,TV Show,2013,Drama,,David Tennant
s929,Movie,2013,"Action, Drama",Stéphane Rybojad,Diane Kruger
s930,TV Show,2011,Documentary,,Evgeny Senchukov
s931,Movie,1939,Western,Joseph Kane,Roy Rogers
s932,Movie,2019,"Drama, Horror","David Allensworth, Monière",Sandra Mae Frank
s937,Movie,2018,"Comedy, International",Luv Ranjan,Kartik Aaryan
s938,TV Show,2020,"Documentary, Drama, Sports",,Abhishek Bachchan
s939,TV Show,2005,"Animation, Anime, Kids",,Jason Griffith
s940,Movie,2015,"Arthouse, Arts, Entertainment, and Culture, Drama",Kate Barker-Froyland,Anne Hathaway
s942,Movie,1943,Western,Joseph Kane,Roy Rogers
s943,Movie,1943,Action,Joseph Kane,Roy Rogers
s944,Movie,1946,"Arts, Entertainment, and Culture, Drama, Western",Frank McDonald,Roy Rogers
s945,Movie,1940,"Comedy, Drama",William Nigh,James Dunn
s946,Movie,1940,"Action, Adventure",Rowland V. Lee,Louis Hayward
s947,Movie,2020,"Comedy, Drama, Suspense",Carl Hunter,Bill Nighy
s948,Movie,1937,"Arts, Entertainment, and Culture, Drama",Victor Schertzinger,James Cagney
s949,Movie,2012,"Documentary, Music Videos and Concerts",Ice-T,Dr. Dre
s951,TV Show,2016,"Animation, Comedy",,Kolton Stewart
s952,Movie,1986,Drama,Dan Wolman,Iris Kaner
s953,Movie,2020,"Kids, Science Fiction",Max Ksjonda,Arsen Shavlyuk
s954,Movie,1948,"Action, Suspense",John Reinhardt,Gene Raymond
s955,Movie,2018,Comedy,Theresa Bennett,Noel Wells
s956,Movie,1991,Comedy,Michael Hoffman,Robert Downey Jr.
s957,Movie,2012,"Action, Comedy",Tom Vaughan,Miley Cyrus
s958,TV Show,2010,TV Shows,,Matthew Rhys
s962,Movie,2000,"Adventure, Comedy, Kids",Chris Koch,Chris Elliott
s963,TV Show,2009,TV Shows,,Jenny Frost
s964,TV Show,2003,"Comedy, Drama, Young Adult Audience",,Indiana Evans
s966,TV Show,2019,Drama,,Libe Barer
s968,Movie,1992,Action,George Erschbamer,Lorenzo Lamas
s969,Movie,2019,"Drama, International",Vikram Phadnis,Mukta Barve
s970,Movie,1947,Drama,Stuart Heisler,Susan Hayward
s971,Movie,1998,"Action, Science Fiction",Joe Dante,Kirsten Dunst
s972,TV Show,2020,Drama,,John Boyega
s974,Movie,2005,"Fantasy, Science Fiction",David van Eyssen,Sean Astin
s976,Movie,2017,"Drama, Suspense",Elliott Lester,Ahna O'Reilly
s977,Movie,1987,Action,Don McLennan,Simon Burke
s978,Movie,1998,"Comedy, Kids",Barnet Kellman,BD Wong
s979,Movie,1937,"Action, Science Fiction","Robert F. Hill & Sam Katzman, Robert F. Hill, Sam Katzman",Bruce Bennett (aka Herman Brix)
s980,Movie,2020,"Action, Kids",Daniel Knudsen,Daniel Knudsen
s981,TV Show,2019,"International, Unscripted",,Raghu Ram
s982,Movie,2020,Documentary,Pi Ware,Cindy Casey
s983,Movie,2007,"Arthouse, Comedy",Monty Miranda,Spencer Berger
s984,Movie,2019,"Arts, Entertainment, and Culture",Neville Shah,Kanan Gill
s985,TV Show,2018,"Sports, Unscripted",,Amaia Gorostiza
s986,Movie,1936,"Arts, Entertainment, and Culture, Comedy","Ralph Straub, Ralph Staub",Roger Pryor
